Minutes jouées,Fatigue (%),Heures d’entraînement,Âge,Historique de blessures musculaires,Intensité des matchs (RPE),Position,Type de terrain,Température (°C),Humidité (%),Blessure musculaire
2579,100.0,10.5,18,0,4.3,Milieu,Naturel,30.98075752215622,68.32281774158788,1
1602,83.19,12.2,22,0,7.8,Milieu,Naturel,21.47634314839965,50.96835487850864,1
2140,72.5,9.9,31,0,6.5,Milieu,Naturel,20.97988451869624,32.43908577269058,0
2614,88.01,9.3,24,0,7.4,Milieu,Naturel,24.128866313214203,41.717898875347686,0
1323,84.53,10.2,19,0,6.6,Attaquant,Naturel,13.683801895614145,70.64069583783075,0
1572,100.0,10.2,23,0,8.1,Défenseur,Synthétique,29.67540993696426,32.10251018644225,1
2493,91.14,8.2,26,1,7.3,Défenseur,Synthétique,30.56112612189015,45.177691127395704,1
2331,74.92,6.6,29,1,9.0,Milieu,Mauvais,31.124450508073554,57.98613214113827,1
1934,88.65,9.8,19,0,4.6,Gardien,Naturel,20.055466544933175,47.21001113838226,1
2578,81.45,9.8,30,0,10.0,Attaquant,Naturel,25.891208563203165,60.871359098525076,1
2040,91.84,11.7,21,0,7.5,Milieu,Naturel,28.33637908066659,69.73614867818412,1
2399,86.79,11.4,31,0,7.6,Milieu,Naturel,24.29883972044393,89.27419775808472,0
1591,89.24,9.5,33,0,5.5,Attaquant,Naturel,33.567313799020525,76.35112143037938,1
2388,74.81,10.2,19,0,6.8,Défenseur,Naturel,19.19544027276254,81.6755659447219,0
2408,94.77,11.9,23,0,7.7,Gardien,Synthétique,10.818744340392394,83.06085069035633,1
2657,95.0,10.1,18,0,8.0,Défenseur,Naturel,10.092028645106234,30.58930712353473,0
1625,88.78,7.6,20,1,6.7,Attaquant,Naturel,12.624748440292333,88.16424679780161,1
1743,88.83,13.2,26,0,9.5,Attaquant,Synthétique,20.998658447100695,57.30218235970755,1
1726,88.11,9.5,34,0,7.0,Attaquant,Mauvais,26.105333892882157,82.21769026956329,1
1442,67.34,11.4,18,1,9.4,Milieu,Naturel,27.6513914372606,52.53614503061834,1
1249,68.62,9.9,30,0,7.0,Défenseur,Naturel,24.451963861540214,31.861123515726494,1
2119,82.7,7.9,26,0,4.2,Attaquant,Synthétique,28.20233059125245,73.86372426780147,1
2244,96.08,7.9,19,0,8.1,Défenseur,Synthétique,18.35850213357933,63.31966436925207,1
2635,70.3,10.4,18,1,10.0,Attaquant,Naturel,16.260194409937633,34.42948684343822,1
1919,76.71,12.3,34,1,7.0,Milieu,Naturel,29.22973786238003,54.80716008713118,1
1283,75.7,8.3,21,0,10.0,Milieu,Naturel,27.46552222915467,51.94935035785005,1
1314,94.73,15.9,18,0,7.2,Attaquant,Synthétique,14.668282223833724,78.99549973428006,1
2789,98.51,10.3,18,1,5.9,Gardien,Naturel,31.546252534470547,47.44650012161086,0
2361,98.69,12.3,26,0,7.5,Milieu,Naturel,20.26625578400104,87.43655220019875,0
2033,90.54,11.3,35,0,6.2,Attaquant,Synthétique,13.906292764463343,30.30733208890315,1
2667,95.94,10.6,24,0,7.2,Gardien,Naturel,26.855904746658158,44.802657358840364,1
1605,85.59,9.3,28,0,7.2,Milieu,Naturel,34.52728511226875,56.0590304482936,0
1706,99.76,10.0,35,0,5.6,Milieu,Synthétique,11.07360001792181,70.97336754625756,1
2983,87.87,11.9,31,0,8.7,Milieu,Naturel,20.703322320037955,63.136257633441154,0
1636,90.11,10.4,27,0,5.7,Milieu,Naturel,29.434768047584143,74.0894372242154,1
998,90.07,8.0,24,0,9.9,Attaquant,Synthétique,30.127327319111675,35.06582038117032,1
2317,94.6,9.0,23,1,7.2,Gardien,Naturel,27.408643233196877,48.334521015885706,0
1759,85.18,9.1,30,0,7.9,Attaquant,Mauvais,15.800512359117619,60.965256447790665,1
2789,89.19,10.2,24,0,7.1,Milieu,Naturel,27.8066292144791,58.142990768819374,1
2711,77.19,10.1,21,1,8.2,Défenseur,Naturel,11.727521901196067,35.83740903751006,1
1515,95.66,11.0,18,0,6.1,Défenseur,Synthétique,11.057004890793944,87.55654168666118,1
2201,72.4,13.0,20,0,8.0,Milieu,Synthétique,30.96744600418448,58.3550818339625,1
1457,97.09,9.7,28,0,8.4,Attaquant,Synthétique,20.503156202776523,68.49851983789043,0
1332,79.6,9.5,27,0,8.2,Gardien,Naturel,17.809225302062654,80.08306735215447,1
1201,99.97,8.2,23,0,6.4,Attaquant,Synthétique,26.54134227460205,40.109088928989564,1
1453,76.9,13.1,23,0,8.2,Défenseur,Synthétique,24.72457880637723,52.90727616765329,0
1985,83.7,14.3,31,0,6.6,Défenseur,Synthétique,15.678508511658064,34.608006692715165,1
2751,88.92,11.4,28,0,7.1,Attaquant,Naturel,33.10604081121345,77.45737864459893,0
1469,95.0,9.3,22,0,7.4,Défenseur,Naturel,24.354113248189584,64.49880070906576,0
1498,90.16,12.6,26,0,7.1,Milieu,Naturel,19.75155813413095,61.97848178667857,1
2479,93.25,9.6,23,1,7.7,Milieu,Naturel,13.116399925024474,73.45894081157262,1
1299,100.0,8.5,31,0,8.3,Défenseur,Synthétique,22.42926550696547,79.11864394260127,1
1650,100.0,13.3,23,1,8.2,Défenseur,Naturel,14.23169454545626,66.26570735599866,1
2459,100.0,13.8,19,0,8.6,Défenseur,Naturel,34.17795195883816,61.77289461993192,1
2223,81.15,7.4,27,1,4.4,Attaquant,Synthétique,19.92684953313383,60.628296079553664,1
2451,98.65,13.7,20,0,5.4,Gardien,Naturel,13.577190318393042,49.185489448351404,0
1808,97.48,9.7,18,1,6.5,Milieu,Naturel,19.76752065787409,35.4325625680173,1
2861,89.36,14.6,24,0,5.9,Défenseur,Naturel,25.99312739481618,78.89420538895942,1
2393,92.72,12.6,18,1,8.4,Attaquant,Synthétique,11.408556445168388,46.18732263247578,1
2211,82.82,10.2,29,0,6.6,Attaquant,Naturel,32.778457026004716,83.57336564218559,0
1697,76.8,10.5,28,0,9.6,Milieu,Mauvais,32.5879690055349,34.67300924445,1
2862,88.13,9.1,19,0,6.7,Défenseur,Naturel,29.42092330567423,45.32400304756652,1
1282,90.4,11.1,24,0,6.2,Attaquant,Synthétique,28.42129763973175,57.99381256880555,0
2806,71.24,11.0,22,0,7.9,Défenseur,Synthétique,27.132988872543553,65.733845236978,1
2747,98.75,9.8,21,0,3.6,Défenseur,Naturel,11.79209430676924,33.50399393193274,1
2237,94.79,7.5,26,1,6.4,Milieu,Mauvais,12.095600480030974,36.913390019140714,1
1141,68.12,8.6,22,1,6.9,Milieu,Naturel,28.666413752720434,63.328548744375624,0
1583,100.0,9.6,18,0,6.4,Milieu,Naturel,23.239046694331527,34.131622331551654,1
1081,89.88,10.4,27,0,6.9,Milieu,Naturel,34.88284082242994,49.08124828772604,1
3000,98.76,11.8,31,0,7.3,Milieu,Naturel,11.21344264443533,40.81127275199778,1
2518,64.87,7.4,29,1,8.5,Milieu,Naturel,17.481375146191798,81.07514726322773,1
1044,81.37,12.6,21,0,6.0,Attaquant,Synthétique,21.74387079396231,84.78494719254903,1
1608,79.37,15.6,24,1,6.9,Milieu,Naturel,24.85365058759833,47.81507221452304,0
1664,78.8,12.2,27,1,7.3,Gardien,Naturel,34.839547162154936,74.24884989580909,1
2405,97.17,12.6,24,0,5.9,Milieu,Naturel,13.228635168007507,33.307208669156964,1
1105,82.75,9.0,18,0,7.0,Milieu,Naturel,17.957935511161203,83.8103740836813,1
2170,100.0,9.5,24,1,6.1,Attaquant,Mauvais,11.426980803678305,45.68047399577571,1
2380,72.93,14.3,22,1,7.9,Milieu,Naturel,30.47669028930716,53.08060300014307,1
2613,100.0,10.2,28,0,5.9,Gardien,Synthétique,29.836705275386375,55.77072144298106,0
2423,100.0,8.1,18,0,8.0,Milieu,Naturel,21.351318968779026,35.8335608437598,1
2030,100.0,11.4,18,1,7.9,Milieu,Naturel,30.573319129197706,49.69148910301525,1
2239,73.78,10.8,22,0,4.9,Défenseur,Naturel,12.617914666203756,34.804490895162,0
2160,89.63,10.8,21,0,9.0,Défenseur,Naturel,12.497188030210545,43.919880746186564,1
1658,77.32,11.3,24,1,7.2,Défenseur,Naturel,24.28734721251029,74.74355926087625,1
2125,100.0,7.5,18,0,5.6,Milieu,Naturel,32.3890064361999,70.9522048077709,1
1468,73.94,7.7,18,1,8.4,Attaquant,Naturel,27.2333691470682,68.15942122848753,0
1205,87.86,8.3,28,0,7.9,Défenseur,Naturel,26.545917016311115,54.128570515193914,0
1830,96.65,11.2,30,0,4.2,Milieu,Synthétique,27.97602331290183,53.233878267433546,1
1928,96.39,8.3,27,0,7.6,Attaquant,Synthétique,16.57454644733721,34.431689689622395,0
1536,80.03,8.1,31,1,6.0,Gardien,Naturel,16.868180761280318,72.25787808157577,0
1597,92.65,10.5,25,0,8.3,Défenseur,Synthétique,12.274961115825969,42.768278175466065,1
2635,75.1,11.7,29,1,9.6,Milieu,Mauvais,13.341876278891736,33.530523006392116,1
1425,94.13,6.0,35,0,5.0,Attaquant,Synthétique,28.044504416752197,61.60215971096163,1
1654,77.09,10.1,28,1,4.9,Milieu,Synthétique,12.89576718049204,33.25066522530607,1
1041,69.73,9.1,31,0,6.8,Défenseur,Synthétique,12.461740194325232,30.831030658579365,0
2259,91.87,7.7,27,0,8.9,Défenseur,Naturel,24.418230178570873,40.65412051128259,1
1327,91.22,9.0,18,0,10.0,Milieu,Naturel,28.84073211731529,32.84039583171352,1
1201,78.57,7.5,30,0,8.5,Attaquant,Synthétique,21.72493142320962,41.494247695944075,0
1033,83.28,12.5,21,1,9.0,Attaquant,Synthétique,29.379270820741333,32.9645646085461,1
2449,85.45,11.8,27,0,4.4,Défenseur,Mauvais,15.393595058385326,36.59406246814209,0
1917,84.73,10.1,31,0,7.4,Milieu,Synthétique,29.396144469579273,57.25122135796009,1
1538,89.99,8.3,25,0,5.3,Défenseur,Naturel,22.337759064480466,37.169864666676695,1
2688,83.39,7.9,29,0,6.7,Milieu,Synthétique,29.73444873898628,64.59502898065503,1
1591,70.06,8.6,24,0,3.6,Défenseur,Synthétique,30.273822512013453,70.98892285805579,1
2440,89.72,12.5,23,0,7.6,Milieu,Naturel,21.887868194288835,73.49693363494544,1
1539,100.0,9.9,24,0,7.9,Milieu,Naturel,26.269707589489236,80.82935929713855,0
1919,88.5,9.2,27,1,8.3,Attaquant,Mauvais,29.908188282687775,65.77261849021549,1
1368,81.76,7.6,23,0,7.1,Attaquant,Naturel,14.15650123804723,48.23834313684674,0
1512,100.0,9.8,20,0,4.5,Milieu,Naturel,21.368103241231957,48.674430526512104,1
2516,97.09,10.1,33,1,7.4,Attaquant,Synthétique,32.8086816608598,71.04437957693736,1
2616,92.4,9.1,26,1,7.4,Milieu,Naturel,25.139157395098692,38.464312693092324,1
1450,95.89,11.2,31,0,6.3,Milieu,Naturel,14.258963346379804,77.23632959279563,1
1958,97.05,12.0,28,0,7.8,Attaquant,Mauvais,12.605579199936585,80.49304885858174,1
1026,76.14,10.7,26,1,7.3,Milieu,Naturel,30.06851651075115,73.88281029095734,1
1211,81.34,12.8,24,0,7.1,Milieu,Naturel,16.273993922241555,61.60164545751207,1
2503,83.71,9.8,27,0,3.5,Attaquant,Naturel,18.599459406367053,77.88800001933558,1
1541,82.36,9.7,30,0,9.1,Attaquant,Naturel,15.208068977734348,45.38629539692363,1
2094,93.54,10.8,28,0,5.8,Défenseur,Synthétique,11.088540776891836,42.85158251093449,1
2894,94.19,8.0,25,0,10.0,Milieu,Naturel,22.043323896865058,64.35266399487615,1
1358,72.53,6.1,18,0,8.5,Milieu,Mauvais,30.436601080262093,70.77986129141286,1
1073,87.58,9.5,29,0,4.6,Milieu,Naturel,33.731579682574434,89.92263637038108,1
2911,72.49,8.0,23,0,4.9,Milieu,Synthétique,20.789306125452367,45.9422383876266,1
1560,100.0,8.5,25,0,5.3,Milieu,Naturel,16.069494273119147,74.16982633791038,1
2621,100.0,5.5,18,0,6.3,Défenseur,Naturel,12.8390519921557,63.890022463139694,0
1346,91.25,9.0,28,1,7.8,Milieu,Synthétique,22.175411166677677,58.51740984750724,1
2762,86.25,8.0,18,0,6.6,Défenseur,Naturel,10.641072694834419,83.22863625187526,1
2503,86.44,10.9,20,0,7.6,Gardien,Synthétique,34.579456201044934,35.48094821009853,1
2011,93.44,11.4,18,1,4.2,Milieu,Naturel,20.88840148255402,62.06976071788199,0
2823,96.14,11.0,28,1,6.8,Attaquant,Synthétique,18.14448224556402,69.76460011064867,1
1403,82.1,11.0,27,0,7.5,Défenseur,Naturel,15.031348427153958,35.929460291631536,1
2561,96.18,10.5,26,0,6.9,Milieu,Synthétique,14.188074615205261,68.1084178564515,0
2373,83.54,11.8,34,0,10.0,Milieu,Naturel,18.60082594329681,59.71017256611492,1
3000,80.98,9.2,26,0,8.6,Attaquant,Naturel,22.542502764517987,84.62914019105658,0
1915,72.89,10.2,23,1,4.4,Défenseur,Synthétique,16.771040964953016,37.37252421803592,1
2826,100.0,7.0,30,0,5.9,Milieu,Synthétique,11.486831225292223,69.6623673190546,1
1868,86.31,8.7,20,1,6.1,Attaquant,Synthétique,34.3222349307059,57.81546796892745,1
2634,95.09,6.1,31,0,9.5,Gardien,Naturel,33.84489444924971,69.06683142317178,1
2293,90.57,8.0,19,0,6.8,Milieu,Naturel,17.01052172150099,78.57640239186102,0
1277,87.46,10.5,19,1,8.1,Défenseur,Naturel,20.63008085710641,72.1631917338386,1
1206,94.27,13.7,19,1,8.1,Attaquant,Synthétique,12.845684474651128,43.55562711371961,1
2572,96.46,14.2,32,0,6.8,Attaquant,Mauvais,26.03588265486904,38.65654259781041,1
1396,75.8,13.3,27,0,7.0,Défenseur,Synthétique,23.79267778359044,51.430638904991994,1
1545,66.91,9.1,24,0,7.4,Attaquant,Naturel,18.323545850798894,72.73826269671054,1
2450,80.5,10.3,18,0,6.9,Gardien,Synthétique,15.311426556033533,36.558766563372565,1
1841,81.09,13.0,26,1,6.4,Gardien,Naturel,31.002593225093342,45.27576592563396,1
1443,85.68,13.0,25,0,10.0,Milieu,Synthétique,12.10172212380471,37.63932219992704,1
2011,78.11,12.4,20,1,6.1,Milieu,Synthétique,33.04695762765064,34.57209787134276,1
2655,96.04,10.7,18,0,8.0,Gardien,Naturel,12.689595904435235,47.966021758499956,1
1229,87.82,10.7,31,1,5.2,Milieu,Synthétique,25.74784422249357,48.27032808045837,1
1735,73.9,12.9,35,1,7.8,Milieu,Naturel,23.486762036112736,41.61280319234276,1
2066,85.81,9.8,21,1,5.3,Milieu,Synthétique,15.625287072625826,82.67127256110984,1
1527,85.9,9.3,24,1,8.6,Défenseur,Naturel,15.913249370411355,73.54353598917353,1
2922,92.62,8.9,24,0,1.3,Gardien,Synthétique,30.53415464334605,82.25302087213964,0
1209,62.31,11.1,30,0,7.4,Milieu,Naturel,30.29763413124836,59.1770482481289,1
2445,88.23,9.0,21,0,7.8,Milieu,Naturel,13.406233896679659,33.268358271374595,1
2475,95.44,12.7,25,0,7.4,Milieu,Naturel,33.897477815459,57.06474645025964,0
1425,70.62,10.4,22,0,8.6,Gardien,Naturel,28.32055100170032,61.0735319977977,0
1956,91.64,12.5,19,0,6.6,Défenseur,Synthétique,31.443018823277786,71.17837610301771,0
2592,96.62,10.8,20,0,6.2,Milieu,Naturel,16.176024400336896,44.341650843514245,0
974,84.64,10.0,18,0,8.6,Défenseur,Synthétique,26.117267209477472,43.487477302248166,1
1434,74.02,12.5,23,0,8.0,Milieu,Mauvais,29.588733239603002,80.98973016630555,1
2466,82.6,7.5,24,0,6.7,Attaquant,Naturel,28.21547288592465,59.647991800001975,0
1973,91.16,6.5,25,0,7.5,Attaquant,Naturel,21.263357223422545,43.70658156697648,1
986,100.0,11.5,23,1,7.7,Milieu,Naturel,30.654303241879667,82.3426461213784,1
2808,100.0,9.4,25,1,7.5,Gardien,Mauvais,14.68363378425847,81.70917809390367,1
975,87.62,11.3,29,0,7.6,Défenseur,Naturel,12.813144204522494,45.59007202347287,0
1647,63.59,8.0,35,1,6.2,Défenseur,Naturel,27.880683935702482,53.318417661651125,1
2994,99.6,10.7,25,0,6.6,Défenseur,Mauvais,11.301722123411677,78.1183811726675,1
1470,88.88,7.0,33,1,9.2,Attaquant,Naturel,10.640384704203479,36.48470631964752,1
2447,88.63,10.5,35,0,4.9,Défenseur,Naturel,21.516517216327834,36.61973193765042,1
1893,93.39,9.7,28,1,5.2,Attaquant,Synthétique,22.064097383263917,76.472215016268,1
2828,88.36,7.0,31,1,7.4,Attaquant,Naturel,27.745625019635515,44.415998832311885,1
2459,96.86,9.4,27,0,7.1,Gardien,Naturel,20.66049885671427,54.242964883037004,0
660,89.69,12.2,24,0,7.7,Défenseur,Naturel,24.943192384343618,48.277817175235214,1
1619,86.43,10.1,21,1,6.8,Défenseur,Naturel,23.7606378502,70.10846130077189,1
2763,79.33,9.1,22,0,5.8,Milieu,Naturel,15.292377665433229,54.86464161761582,1
3000,100.0,7.5,18,0,7.1,Milieu,Synthétique,15.185041455071943,88.1717787756437,1
1489,80.2,12.0,24,0,4.6,Milieu,Naturel,31.743186254838605,71.99413408088049,1
1196,78.57,7.8,20,0,5.0,Milieu,Naturel,33.28673779616916,72.48002421375404,1
2943,82.63,9.1,26,0,5.4,Défenseur,Naturel,19.948212198368346,56.61071349760384,0
1430,79.05,10.2,29,0,8.1,Défenseur,Naturel,18.939377972719104,61.17251854540136,0
1370,73.3,11.4,28,0,9.4,Gardien,Synthétique,17.065482660542095,46.045670218252226,0
1770,82.51,11.7,31,0,7.1,Milieu,Synthétique,13.736280032972752,70.30606881431424,1
1583,77.5,10.0,18,0,5.3,Défenseur,Mauvais,13.435132736387589,50.334906291467576,1
2392,92.98,9.0,26,1,2.7,Attaquant,Synthétique,15.769927703626523,57.902382152264295,1
2627,96.17,11.7,25,1,8.1,Défenseur,Synthétique,33.67989426422665,33.67683758896626,1
1521,91.7,12.9,22,1,9.0,Milieu,Naturel,30.09652282930185,41.441151155242935,0
2499,100.0,11.1,20,0,5.5,Défenseur,Naturel,21.907797653813184,62.24213259078731,1
1501,99.36,7.9,18,1,7.5,Gardien,Synthétique,32.143562948160834,34.87347796882371,1
1363,85.19,9.9,35,0,6.0,Milieu,Synthétique,17.856303420126704,54.45081285501494,1
1309,84.26,11.1,24,0,5.2,Attaquant,Naturel,12.875021415984206,72.92182123884055,1
2496,70.27,10.6,21,0,7.1,Milieu,Naturel,30.3513584703119,80.26618527601269,0
1101,72.08,12.1,27,0,7.8,Défenseur,Synthétique,28.792202187657896,85.9321237654346,1
2147,84.56,11.5,26,0,6.1,Défenseur,Naturel,16.2731485175782,59.59761252392231,1
2162,93.37,9.2,31,0,6.2,Gardien,Naturel,28.052398997566264,36.71663038275754,1
1547,62.76,9.2,21,1,7.0,Attaquant,Naturel,26.025416446540035,53.76215665245755,1
1448,65.81,8.1,33,0,8.8,Milieu,Naturel,24.461987758044376,77.00109135953595,1
2424,76.88,7.6,30,1,7.6,Défenseur,Synthétique,18.43124881990822,77.09230794761856,1
2060,81.19,11.8,25,1,9.6,Gardien,Naturel,29.024735781327767,44.205154984389495,1
1770,75.72,7.9,20,1,6.9,Milieu,Mauvais,11.444582111025895,74.68188646515684,1
2580,89.48,8.5,19,1,7.8,Milieu,Synthétique,24.53425142210427,60.46829160047175,1
1793,93.62,6.6,18,1,7.0,Défenseur,Naturel,16.707696840920345,67.40170284507988,1
2460,96.64,11.1,29,0,8.6,Défenseur,Naturel,25.362929527358197,83.26780619000331,1
2313,100.0,11.9,27,1,9.6,Défenseur,Naturel,25.942961853826546,41.189918539110195,1
2351,92.63,13.2,25,0,8.0,Milieu,Naturel,24.818569197073067,58.930011554916334,0
2132,98.66,10.0,29,0,7.3,Milieu,Naturel,15.476364292004613,86.82409001098348,1
1738,91.68,12.5,19,0,7.7,Attaquant,Naturel,30.966630713342923,67.49096278888906,1
2461,81.2,9.2,31,1,7.6,Défenseur,Naturel,30.099501404792804,84.33917353739835,1
2327,85.11,8.1,24,1,5.3,Attaquant,Synthétique,25.49272884367167,75.91091804949201,1
1011,87.2,9.9,29,1,6.6,Milieu,Naturel,24.844249363517257,55.77893912123206,1
1612,91.95,9.0,30,0,9.0,Milieu,Naturel,12.266698298541383,38.18831131788851,0
1327,94.17,12.1,18,1,5.7,Défenseur,Naturel,10.997942742812615,60.837430359158,0
2363,86.71,9.2,28,1,4.2,Attaquant,Naturel,27.45773483590684,78.55125080347175,1
2428,89.12,13.0,18,1,7.0,Milieu,Synthétique,15.32439760276199,72.21014683113108,1
2000,67.79,10.8,21,0,8.7,Attaquant,Naturel,13.580122407561253,83.02083597144261,0
2329,92.18,10.3,25,0,5.0,Milieu,Synthétique,28.755525508469734,87.89261453753645,1
1364,69.12,11.7,29,1,6.9,Milieu,Naturel,20.663205718230238,78.33807997099126,1
2261,84.47,9.8,34,0,8.4,Défenseur,Naturel,31.614343316244724,65.61502678165944,1
2428,83.76,7.7,30,0,6.3,Défenseur,Naturel,28.54288514201424,55.96821503773839,0
2524,90.39,7.9,20,1,9.1,Milieu,Naturel,33.565281008322614,36.72416421529921,1
2383,87.93,7.6,29,0,7.7,Défenseur,Mauvais,28.84862820135603,73.44423835551298,1
2558,100.0,10.3,35,0,8.5,Défenseur,Naturel,20.07868375954991,61.895845212971544,0
2355,92.96,11.2,24,0,6.5,Milieu,Naturel,15.206256572900411,87.50916579028069,1
1012,73.84,9.9,30,0,9.7,Attaquant,Synthétique,32.81745593834077,76.12696362489541,1
2111,100.0,13.3,18,1,6.8,Milieu,Naturel,29.278725390343173,83.12671206628156,1
2035,87.48,13.3,24,0,9.3,Défenseur,Naturel,18.259515216205223,58.08046989027881,0
1364,92.95,11.6,18,1,4.9,Gardien,Naturel,34.69119643680624,62.57973209871713,1
2677,80.07,13.5,22,0,6.2,Milieu,Naturel,21.796946852793887,45.81746769771869,0
2193,100.0,9.1,28,1,5.9,Attaquant,Naturel,32.09553808886989,88.07621534185989,1
2066,95.31,9.7,26,0,6.9,Gardien,Naturel,31.490058556373732,38.38839785587831,1
3000,91.75,12.5,19,0,8.6,Milieu,Synthétique,32.080236098395524,37.94176481185817,1
2244,91.04,10.5,28,0,6.1,Défenseur,Synthétique,22.55178731194561,82.79190748299138,1
1129,72.29,9.7,24,1,6.4,Défenseur,Synthétique,32.878429790337364,87.24568508140275,1
2628,85.6,10.3,18,0,5.7,Gardien,Naturel,28.02686611081783,44.433038771817195,0
2583,90.99,6.8,31,1,7.4,Attaquant,Naturel,22.084380884316673,31.554182272384203,1
1951,85.78,9.7,23,0,9.4,Milieu,Naturel,25.29015051190928,60.34018629427948,1
2401,100.0,12.2,27,1,5.9,Milieu,Naturel,28.27198133501551,40.594688623293976,0
1253,80.3,8.7,26,0,6.8,Milieu,Mauvais,16.598140129840488,56.36244084273041,0
1310,97.63,7.4,27,0,6.8,Milieu,Naturel,15.979813680729343,60.615633587652,1
2283,87.08,8.2,25,0,8.0,Milieu,Naturel,26.991735725200208,37.8173818224326,1
2581,96.04,8.7,29,0,8.3,Défenseur,Naturel,17.301050987517492,34.93525285390975,1
2673,100.0,12.9,21,1,8.0,Défenseur,Synthétique,34.659431840378275,56.37055115880992,1
1695,75.4,12.3,20,0,8.3,Milieu,Naturel,16.400124373789374,80.17691804868252,0
2626,100.0,11.2,30,1,8.3,Milieu,Naturel,15.86055805686134,57.80772947428565,1
1748,83.28,9.3,26,1,9.0,Défenseur,Synthétique,16.284566868473178,77.7084701671645,1
2709,100.0,9.8,23,0,8.6,Milieu,Naturel,20.412856032619327,47.69225545581892,1
2349,88.48,15.1,28,0,6.8,Milieu,Naturel,18.22781064521889,59.396724111616294,1
1203,60.31,12.2,22,0,6.6,Milieu,Naturel,20.11242816846712,53.93813251518969,1
1767,84.32,12.1,18,0,9.6,Défenseur,Mauvais,33.99660890144443,63.4378431052368,1
1750,92.4,6.8,22,1,6.0,Milieu,Naturel,19.47510468911608,34.311432976231316,0
1096,86.34,7.5,23,0,4.8,Gardien,Naturel,25.382675772408685,81.33629476154056,0
1179,72.95,7.7,20,0,7.1,Gardien,Naturel,18.95825091121323,39.75187349270897,0
1280,74.9,8.8,23,0,7.4,Défenseur,Naturel,18.6352191852776,84.80066824966524,1
1678,89.32,12.2,30,1,6.9,Défenseur,Naturel,22.197143168368893,38.31723940482255,1
1743,92.64,9.8,30,0,7.9,Défenseur,Naturel,22.884629150952392,64.60189640412605,1
1490,73.13,8.7,28,0,8.0,Milieu,Naturel,32.57932791655291,42.7525381335236,1
2214,96.26,10.5,20,0,7.7,Défenseur,Mauvais,13.545360327467936,32.26230605603525,0
1499,66.67,8.0,18,0,6.8,Défenseur,Naturel,33.86649874255181,57.85578848127217,1
2575,94.54,9.7,18,0,7.9,Milieu,Mauvais,14.750720691687635,68.83846212263643,0
2373,87.25,11.4,23,0,7.1,Attaquant,Naturel,30.732030875313093,39.2052116997392,1
2339,85.52,12.7,20,1,8.1,Gardien,Synthétique,28.1941748462702,44.8438641450617,1
2712,100.0,9.9,19,0,7.2,Défenseur,Naturel,12.087148061311714,79.36322875432614,1
2476,96.42,9.6,18,0,7.1,Gardien,Naturel,19.002058341956964,65.92822152372162,1
2798,100.0,8.7,33,1,7.4,Défenseur,Synthétique,12.13187674000363,86.93340191913421,1
2451,94.96,10.7,20,0,4.6,Attaquant,Naturel,24.006063074765784,84.6777569358255,1
1520,84.77,11.3,23,0,8.1,Défenseur,Naturel,27.35093831052005,49.11162161794124,1
1258,85.68,10.5,33,0,6.5,Milieu,Synthétique,21.13565053648384,73.23009411310508,1
1374,72.53,12.2,18,1,8.4,Défenseur,Naturel,22.011227602244794,75.76396467710858,1
1676,92.89,11.8,19,1,5.7,Milieu,Naturel,28.37123792948505,80.36698862770669,1
2551,92.22,9.3,29,1,7.1,Milieu,Synthétique,18.71687235850184,82.57198651003182,1
1553,66.51,10.6,35,0,9.3,Gardien,Synthétique,15.213787816538106,32.71112952334686,1
1382,89.96,12.2,25,1,5.6,Attaquant,Naturel,19.660568898993976,71.54728521967851,1
1648,68.52,10.8,23,1,5.8,Gardien,Naturel,17.136291108318563,48.85446538052411,0
2382,95.8,9.6,24,0,10.0,Défenseur,Naturel,30.896532335404462,35.08883494889196,1
2326,96.69,8.6,18,0,9.7,Défenseur,Naturel,31.763239802346185,42.15299535375079,1
2790,94.34,11.2,27,0,6.7,Milieu,Synthétique,14.336811723240144,64.49513165367148,1
1953,97.19,9.7,26,0,5.3,Milieu,Synthétique,16.399598112981284,42.05096965694049,0
2076,100.0,10.7,18,0,9.0,Défenseur,Naturel,22.0418043331576,54.236894211283435,1
1747,84.59,8.2,24,1,8.3,Gardien,Naturel,16.6634126366388,45.76076594951794,1
1416,70.64,9.5,28,0,9.0,Défenseur,Synthétique,33.24382591395012,52.89557488419236,0
1459,87.39,6.1,31,0,9.1,Défenseur,Naturel,34.135703989702606,48.20113302591196,1
2641,90.57,10.0,23,0,5.9,Milieu,Naturel,10.976216640150021,70.27666678049692,0
2297,89.5,10.7,25,1,6.5,Milieu,Synthétique,33.72401553507197,76.40630386253932,1
1252,74.15,11.0,26,0,6.2,Gardien,Synthétique,21.923936905194452,47.1300806024347,1
1648,84.83,7.4,33,0,7.2,Milieu,Synthétique,23.063163525722032,34.91339409759294,1
1366,76.47,11.4,19,0,3.4,Attaquant,Synthétique,31.457912212248768,66.98378180434935,1
1517,71.19,9.7,30,1,6.1,Milieu,Naturel,10.165569207609762,79.72137493690329,1
2581,100.0,9.8,18,0,6.9,Attaquant,Synthétique,23.545810084094597,42.157733384195225,1
2651,84.96,12.2,24,0,6.7,Milieu,Synthétique,10.502146312408208,89.30456838448427,0
1355,83.3,11.4,24,0,2.3,Attaquant,Naturel,20.40462114645305,39.11010962415696,1
